name_m,gender_m,name_f,gender_f
mum and singh,male,poonam sharma,female
deepnarayan @ rohit,male,pooja,female
edris yusufemale zai,male,sweta,female
gaurav sharma,male,panku,female
surender mukhiya,male,sanju devi,female
vishnu,male,meena,female
mahaveer gurjar,male,koslya,female
sorab siaq,male,rani devi,female
kishan,male,smt neetu,female
satnarayan meena,male,anita,female
rajesh kumar,male,shanti,female
kallu,male,poonam,female
shahib kumar,male,smt mohani bai,female
nitin verma,male,priya,female
gaurav rawat,male,buchhi,female
pintu tarfemaledar,male,namita,female
raghubir singh,male,shabnam praveen,female
jay bhagwan,male,urmila,female
deepak,male,sonam,female
praveen kumar @papees,male,madhu,female
babu @ balu,male,neetu kumari,female
naimuddin,male,kamlesh,female
dhanraj,male,rinke devi,female
budhram,male,priyanka,female
sunil kumar,male,meena yadav,female
padam,male,nitu rani,female
rajender kumar / titu,male,kumari archna,female
kalicharan,male,saroj,female
vipin kumar,male,km pooja,female
anand,male,arti,female
guru lal,male,ramu kunwar,female
raj kumar,male,sabnur @ sonu,female
kamaljeet singh,male,pinky,female
rahul shrivastav,male,prem bai,female
vivek,male,kumari mamta varma,female
nitin chahal,male,ragini,female
maksud ahmed,male,monika sharma,female
azad singh,male,jaiguna,female
sunder  singh,male,madhu,female
samir,male,shayma,female
shri chand,male,kiran,female
harish,male,femalearzana,female
sagar,male,vinita tiwara,female
manoj,male,preeti,female
himansu,male,anjali,female
gopal,male,arbana,female
rahul,male,smt parkashi,female
talvender,male,rajni devi,female
sunil kumar,male,santosh,female
ravi raj sheker,male,meena,female
sagar,male,laxmi urfemale billu,female
himanshu @ jatin,male,shallu,female
rakesh,male,बादाम बा,female
radhey shyam,male,jyoti  kumari  meena,female
rahul,male,ruksaar,female
jalil,male,श्रीमती,female
raja,male,mamta,female
vinod,male,pritika,female
islam,male,nagma,female
mahendra singh,male,gudia,female
tassadul omar,male,aarti,female
imamudeen,male,chandni with his son karan,female
ashok,male,aarti,female
akash urfemale deepu,male,neha,female
mudbir khan,male,sukshana,female
naveen bansal,male,krishna,female
yashpal aanand,male,virwanti,female
aakash or deepu s/o satyprakash sharma r/o town ro,male,nirmal,female
aslam baks,male,rukhsar,female
sonu,male,sarabjit kaur,female
ashok jarwal,male,kamla,female
mohan singh,male,joga ram,female
umlesh,male,rekha,female
chandeshwar prasad,male,sonam,female
vikram mandal,male,anju bala,female
rihaan,male,anita sahu,female
nishant,male,kalpna,female
parlad pilly,male,sapna,female
phool chand,male,priynka katara,female
chandan,male,pooja,female
gurudut sharma,male,mamta,female
kamlesh,male,kumari meera,female
om prakash mishra,male,mamta,female
bagaram,male,sapna,female
deepa,male,roshani,female
chet ram,male,madina,female
mohd femalearman,male,ravinder,female
sakib @ nadir,male,rakhi,female
govind singh,male,manu devi,female
prakash chand meena,male,smt lakhihadar,female
sk abu hasan,male,shayra,female
rohan kapoor,male,sangeeta,female
kanhaiya @saurabh,male,sadhna,female
manoj kumar,male,anju shakhya,female
chunni,male,aarju,female
piyush,male,manju,female
name singh,male,banu,female
atul sharma,male,guddi,female
rajkumar,male,minitwa,female
mohd anwar,male,poonam @ anita,female
shashank  sanghi,male,smt santosh,female
bhavesh penuli,male,sumitra,female
rajkumar,male,jyoti,female
altmash,male,pooja maindai,female
bharat bhushan koushik,male,kavita bansi d/o babulal bansi r/o n chimnigate mo,female
sachin kumar,male,phoola,female
chtarpal singh,male,anju,female
chtarpal singh,male,neetu,female
balbir singh,male,raziya jano,female
bharat bhushan,male,priyanka chaturvedi,female
rahul nath joshi,male,anam beg,female
mohanlal,male,pinki,female
kuldeep singh,male,geetu,female
goopi ram,male,chandani,female
depander,male,chandani,female
nirmal,male,khusboo,female
ajay saday,male,renu,female
satrohan saday,male,madhuri barman,female
jay prkash rohal,male,laxmi,female
surendra kumar,male,gunjan upadhayay,female
shubham,male,smt. neeraj,female
gaurav urfemale raheesh,male,seema,female
sunil kumar gupta,male,sonu,female
rajpal,male,nisha,female
dharam singh,male,sulekha,female
krishna pandey,male,sapna,female
mukhtyar singh,male,smts. manju,female
karan,male,kumari jahida,female
horam,male,durgesh,female
atul sharma,male,sunita,female
mukul,male,najma,female
mohit singh,male,kumari khushabu,female
vishnu,male,kumari bhoomika,female
pramod gupta,male,gayatri,female
sandeep,male,pooja,female
rahul,male,mansi bajaj,female
bhim singh,male,teena,female
abdul samrad,male,laxmi @ sapna,female
ankur,male,priya,female
naveen,male,tipu,female
saddam,male,shana,female
chaturbhuj,male,heena,female
tara parshad,male,sundari,female
trijugi narayan sukla,male,poonam,female
abdul kadir,male,guddi,female
mukesh kumar,male,jyoti,female
aditya prasad,male,sunita,female
ram kumar,male,rekha kanwar,female
md  tayab,male,mamta,female
manoj,male,km0 versha,female
mohan kumar,male,aarti @ isha,female
parvej ahmed,male,rihana,female
rajesh kumat,male,smts. guddiya,female
anil yadav,male,jyoti,female
sahid,male,priyanka mandal,female
ajay,male,pista,female
सादीक अह,male,hudi bai,female
ashok,male,kushamvir,female
harish chand,male,reena,female
rajesh,male,reena sain,female
bhola,male,preeti,female
nikhil kr sharma,male,pinki,female
sunil,male,sonam,female
ganesh,male,pooja,female
ashok jain,male,charanjeet kaur,female
mahinudin,male,priya,female
sona lal,male,femalearhin,female
chanden kumar mehto,male,muskan,female
om pal,male,priti,female
प्रमाेद,male,rakhi,female
arun kumar,male,sejan,female
vinod kumar,male,mousam,female
sahil,male,sarita,female
sanjay,male,shikha gaud,female
sundeep kumar singh,male,sonu kumari,female
rajat tyagi,male,muskan,female
dheeraj @ gulshan,male,seema,female
lavkush,male,reshma,female
anil,male,rubina,female
devender,male,sunita,female
dharambir @ rahul,male,kalpana,female
tarun,male,babli,female
shashikant mishra,male,rushali,female
ram kishor,male,priya dhingra,female
amit,male,priyanka chauhan,female
kush,male,jarina khatoon,female
surender @ ramu,male,madhu,female
jasvinder,male,soni,female
kedarnath,male,begum bano,female
rohit,male,safemaleika @ haseena,female
amarendra @pul,male,karisma,female
vikas,male,damini,female
subhash chand,male,kartika,female
abhishek singh,male,smt leela,female
nek mohd.,male,km. pratima,female
ashok sharma,male,neha,female
ramsagar maheto,male,priya,female
pankaj,male,sunita verma,female
bachcha ram singh,male,sunita verma,female
mazhar s/o azimudeen,male,sunita verma,female
dinesh katara,male,bhanwari devi,female
rajesh,male,rainu,female
kaleram,male,pooja,female
monish,male,priyanka,female
ankush sharma,male,shivam @ sweeti,female
brij mohan thakur,male,ranjana devi,female
arun kumar,male,ashiya  @ pooja,female
sagar pandey,male,reema sharma,female
sagar pandey,male,sapna shaha,female
pappu kumar  mandal  s/o gopal parsad mandal,male,jyoti,female
guddu,male,jyoti,female
bablu mishra,male,poonam,female
neeraj gupta,male,hema,female
salman,male,meena,female
rakesh,male,rani d/0 devaram,female
shiv kumar,male,jyoti,female
kuldeep singh,male,chandni,female
barj bhusan,male,shital & manisha,female
aakash dabral,male,smt chandrakala devi w/o raghuveer lal ro/v ravigr,female
shetan gurjar,male,nusrat jahan,female
narender,male,annu,female
durga lal,male,smt laxmi @ babli,female
baidnath,male,smt poonam,female
pritam singh,male,smt laxmi @ babli,female
vikash gaud,male,jyoti,female
nishant @ monti,male,gurvinder kaur,female
ram chander,male,sonam w/o,female
badnath,male,ashu singh @ gudiya,female
vikram arora,male,rani,female
abhishek,male,rani,female
jogender,male,monika kumari,female
danish,male,shabnam,female
irfemalean,male,meena devi,female
nishant prashad@anshu (with mother),male,rani,female
ram babu,male,neelam @ neelu,female
pushpender,male,shivani,female
dharmender kumar,male,pooja,female
mohit mathur,male,masum jannat,female
abhishiek swami,male,kusumlata,female
krishan parkash,male,lila,female
anil kumar,male,nazma,female
la l    babu,male,renu,female
sanjay kumar,male,smt sudha,female
yuveraj,male,manju,female
vikram singh bisht,male,priynka,female
azim,male,lakshmi,female
nafemalee singh,male,smt. sadhana,female
musibat aki,male,smt. moti devi,female
brijmohan aggarwal,male,sarda,female
partap singh,male,manju,female
vicky @ raja,male,premlata,female
vijay kumar,male,smt. rahila,female
mannu jain,male,miss. laxmi kumari,female
mohd. khalid @  mohd. harish,male,asha,female
subhash chand,male,shyamvati,female
piyush mehto,male,reena,female
himanshu,male,mamta rani,female
sumit parkash,male,nisha parveen,female
naim,male,kalpana,female
shakil,male,priynka,female
sandeep,male,simran,female
ravinder singh @raghav,male,khusbu,female
yashbir,male,rubi,female
rituraj,male,gulista aapu,female
praveen,male,krishna,female
nizam,male,kavita,female
mubarik ali,male,madhu kunwar,female
rameshwer nagar,male,sima,female
sandeep kumar,male,rosan,female
premchand,male,julee,female
deepak kumar,male,monika,female
arjun,male,sneh lata,female
akshay kumar,male,rakhi,female
ravi,male,saloni,female
ajay,male,aarti,female
rajesh kumar sharma,male,soma bera,female
kishan lal,male,pooja,female
sunil gupta,male,hema,female
yash @ shashi,male,rekha,female
kundan singh @ richapal singh,male,smt aashma,female
ashish @ bhanu,male,aarti jain,female
shahid,male,smt. jasoda,female
vikas goswami,male,sudha,female
vikas goswami,male,sushama,female
shivlal,male,babli,female
dharmpal,male,km barkha,female
bodu ram,male,barkha,female
laxman,male,sunita,female
ram kishan,male,neetu,female
krishan kumar,male,geeta,female
dinesh sharma,male,mandi devi,female
girraj nath,male,joyti,female
kimat singh,male,puspa,female
sukhbir,male,promila gobe,female
ankit rawat,male,minakshi,female
ajay,male,rani devi,female
murarilal,male,khurshida,female
veer singh,male,rohini kashyap,female
aditya @ vishnu,male,bhawna,female
bhupendra singh,male,afemalesana khatoon,female
harshmeet singh @ happy,male,seema,female
mukesh,male,dolly,female
amarjeet mal,male,kanchan,female
meghu kumar,male,smt tara bai,female
dhirender,male,kanku,female
rajender singh,male,sampat bai,female
idrish,male,pinku kanwar,female
manish,male,smt. kanta devi,female
manish,male,bhanwari,female
hemant kumar,male,sunita indora,female
rajender,male,mamta,female
ajay bhardwaj,male,smt shayma,female
krishan kumar,male,anjuman bano,female
rahul,male,sandhya sharma,female
shrinath prasad sharma,male,poonam,female
pankaj yadav,male,nilam kumawat,female
balwan,male,seema,female
balwan,male,nishtha jain,female
sandeep,male,rachna,female
puran mal,male,pushpa,female
sundar pal,male,rani @ raju,female
golu @ ramtrilok,male,smt. vinder kaur,female
akash,male,sonia,female
dakshya sharma,male,mamata,female
jagdish juneja,male,nikkhar,female
anil saxsena,male,kalpna,female
javed,male,shivani,female
laltha prashad,male,femalearida khatun,female
deepak mittal,male,ratni,female
zile singh,male,laxmi bai,female
femaleaizal khan,male,usha,female
preyojit nath,male,savitri raksha,female
mohan sada,male,mamata,female
akheelesh,male,chinta devi,female
anand singh,male,subhapal,female
bhavesh,male,pushpa devi,female
vinay yadav,male,saroj,female
kamlesh,male,sushree kali bai,female
julfemaleicar,male,rajesh kuwar,female
amit mohan jha,male,sunita,female
sahab singh,male,renu,female
sonu,male,rubi,female
rakesh kumar,male,aarti,female
surendra,male,santoshi mehto,female
anil kumar sain,male,arti,female
ashok kumar,male,sabbo,female
kuldeep gaur,male,priyanka,female
neeraj,male,santosh,female
bhavishy kumar sharma  uefemaleh  bholu,male,munny,female
sameem,male,sajmeen,female
mohd salman,male,aasha kanwar,female
rambir singh,male,hurji bai,female
prem kishore,male,chander kala,female
ranbir,male,devi lal,female
kuldeep,male,swati,female
manoj kumar,male,suman tiwari,female
manjeet @ manish,male,renu @ soni,female
rajesh kumar,male,aarti,female
prahlad,male,reena,female
vinod,male,smt aasha,female
ranvir,male,smt aasha,female
ramender,male,laxmi / aasan,female
satendra,male,jyoti,female
gufemaleraan khan,male,renu @ aasa,female
parmeshwar,male,sabana,female
satish kumar meena,male,hemlata,female
p ramkumar,male,shanti,female
sunil kumar mehto,male,sirjna @suji,female
sonu,male,beena,female
sher mohmd,male,jyoti,female
kartik,male,diya rawat,female
dilshad,male,priyanka,female
jaga singh,male,laxmi@nankai,female
rohit,male,champa,female
nihalchand,male,jyoti,female
abhishek,male,bhim maya,female
indraj singh,male,smt kalpana,female
laxman singh,male,rani,female
bhagwan singh meena,male,khushboo khan,female
prem singh bisht,male,khushboo khan,female
rajdev bind,male,kumari arti,female
baljeet,male,bina jatav,female
dinesh,male,narmda,female
raju,male,1-smt kanchan 2-manraj meena,female
harish saharan,male,reena,female
vipan,male,shahista d/o abdul vahid r/o khampur ps chhapar zu,female
suraj rathi,male,smt. durga,female
satpal,male,nisha,female
ruchendra rana,male,kavita,female
girish kumar,male,anita @ annu,female
ashish gupta,male,babita,female
narender singh,male,babita,female
ashok kumar gha,male,pinki,female
dharmendra kumar,male,annu,female
ravinder,male,kanchan manjhi,female
sushil kumar,male,rajbala,female
vashu,male,rena devi,female
नरेन्‍द्रि‍संह,male,sonu,female
raheesh,male,poonam devi,female
laxman,male,deepa,female
shanshak sharma,male,mehnaz,female
montu verma,male,priti,female
laxman,male,rasmi,female
allabaksh,male,vinita,female
ravi,male,dhaniya,female
mangal chand,male,sangita,female
pankaj lal kumar,male,krishna devi,female
lokesh,male,radha,female
mohan lal,male,musmi,female
gopal ram,male,puja devi,female
,male,kamla,female
meghashayam  sharma,male,sunita,female
ajeem,male,himanshee,female
shivani,male,smt.pinky,female
ram babu shah,male,bhavna,female
aniket,male,inderjeet kour,female
sanjay chauhan,male,kumari radha,female
bhola,male,smt. pholwanti,female
deepak @ nikku,male,jyoti,female
mohan,male,nameeta,female
gaurav,male,femaleather,female
sonu,male,pooja @ meera,female
prem chand,male,femalearjana,female
deepak,male,sonu,female
karan,male,reshma,female
dharmender kumar,male,kiran,female
श्रवण  कु,male,sweeti,female
rajender,male,pooja,female
माेहन कु,male,manju rana,female
anil bhatt,male,tanisha rana,female
kumar pal,male,savita,female
lekhraj,male,aarti,female
narayan dass,male,anita,female
lokender singh,male,renu verma,female
pareen bhardwajd,male,vaishali,female
rajeev kumar,male,janaki devi,female
pyar mohmad,male,pinki,female
balkishan rai  @ kanhiya,male,sapana,female
vishnu,male,shivani @ rinki,female
heera lal urfemale heero,male,indta,female
sehdev mukhiya,male,aarti,female
rony rao,male,kumari pooja,female
bholaram yadav,male,anja bai,female
chandra pal,male,menakshi with husband rohit with children krishna,female
akash,male,maneesha,female
sanjay,male,smt rajkumaree,female
mohan,male,nahid @ huma,female
sonu,male,kavita,female
ajeet chaudhary,male,seema,female
noshad,male,jyoti,female
surajmal,male,pinki,female
sanjay bansal,male,maya devi,female
krishan kumar,male,laxmi,female
sameer,male,,female
vikram or baali,male,doli,female
vinay kumar,male,sangeeta,female
swati sharma,male,prem lata,female
vishal,male,sarangthem monika,female
vishnu,male,sunita,female
kishor yadav,male,annu,female
harender,male,preeti,female
nanak chandu,male,mamta,female
badrudeen,male,rinki,female
mohd.wahid,male,jyoti,female
ashok kumar,male,lambhu devi,female
gourav jain,male,menadevi,female
jagmohan gupta,male,saranthem monika,female
omprakash pandit,male,miss. santra,female
jitendra kumar khant,male,arti,female
sushil gupta,male,roshni,female
ramchander nuriya,male,tumpa,female
rahul verma,male,preeti khosla,female
